|   Iteraciones |             a |            xm |             b |         f(xm) | Error             |
|            10 | -0.7812500000 | -0.7714843750 | -0.7714843750 |   0.0685736   | 0.009765625       |
|            11 | -0.7812500000 | -0.7763671875 | -0.7763671875 |   0.0238796   | 0.0048828125      |
|            12 | -0.7812500000 | -0.7788085938 | -0.7788085938 |   0.00154459  | 0.00244140625     |
|            13 | -0.7800292969 | -0.7800292969 | -0.7788085938 |  -0.00961993  | 0.001220703125    |
|            14 | -0.7794189453 | -0.7794189453 | -0.7788085938 |  -0.00403792  | 0.0006103515625   |
|            15 | -0.7791137695 | -0.7791137695 | -0.7788085938 |  -0.00124673  | 0.00030517578125  |
|            16 | -0.7791137695 | -0.7789611816 | -0.7789611816 |   0.000148915 | 0.000152587890625 |
|            17 | -0.7790374756 | -0.7790374756 | -0.7789611816 |  -0.000548909 | 7.62939453125e-05 |



Resultados del metodo de punto fijo para la funcion F -7*exp(x)+x-13 y G 7*exp(x)+13 con un punto inicial de inf, con una tolerancia de 0.0001

|   Iteraciones |                    Xi |                 g(xi) |           f(x) | Error             |
|---------------|-----------------------|-----------------------|----------------|-------------------|
|             0 |         20.0000000000 | 3396156380.8685321808 |   -3.39616e+09 | NA                |
|             1 | 3396156380.8685321808 |        inf            | -inf           | 3396156360.868532 |
|             2 |        inf            |        inf            |  nan           | inf               |
|             3 |        inf            |        inf            |  nan           | nan               |
|             4 |        inf            |        inf            |  nan           | nan               |
|             5 |        inf            |        inf            |  nan           | nan               |
|             6 |        inf            |        inf            |  nan           | nan               |
|             7 |        inf            |        inf            |  nan           | nan               |
|             8 |        inf            |        inf            |  nan           | nan               |
|             9 |        inf            |        inf            |  nan           | nan               |
|            10 |        inf            |        inf            |  nan           | nan               |
|            11 |        inf            |        inf            |  nan           | nan               |
|            12 |        inf            |        inf            |  nan           | nan               |
|            13 |        inf            |        inf            |  nan           | nan               |
|            14 |        inf            |        inf            |  nan           | nan               |
|            15 |        inf            |        inf            |  nan           | nan               |
|            16 |        inf            |        inf            |  nan           | nan               |
|            17 |        inf            |        inf            |  nan           | nan               |
|            18 |        inf            |        inf            |  nan           | nan               |
|            19 |        inf            |        inf            |  nan           | nan               |
|            20 |        inf            |        inf            |  nan           | nan               |
|            21 |        inf            |        inf            |  nan           | nan               |
|            22 |        inf            |        inf            |  nan           | nan               |
|            23 |        inf            |        inf            |  nan           | nan               |
|            24 |        inf            |        inf            |  nan           | nan               |
|            25 |        inf            |        inf            |  nan           | nan               |
|            26 |        inf            |        inf            |  nan           | nan               |
|            27 |        inf            |        inf            |  nan           | nan               |
|            28 |        inf            |        inf            |  nan           | nan               |
|            29 |        inf            |        inf            |  nan           | nan               |
|            30 |        inf            |        inf            |  nan           | nan               |
|            31 |        inf            |        inf            |  nan           | nan               |
|            32 |        inf            |        inf            |  nan           | nan               |
|            33 |        inf            |        inf            |  nan           | nan               |
|            34 |        inf            |        inf            |  nan           | nan               |
|            35 |        inf            |        inf            |  nan           | nan               |
|            36 |        inf            |        inf            |  nan           | nan               |
|            37 |        inf            |        inf            |  nan           | nan               |
|            38 |        inf            |        inf            |  nan           | nan               |
|            39 |        inf            |        inf            |  nan           | nan               |
|            40 |        inf            |        inf            |  nan           | nan               |
|            41 |        inf            |        inf            |  nan           | nan               |
|            42 |        inf            |        inf            |  nan           | nan               |
|            43 |        inf            |        inf            |  nan           | nan               |
|            44 |        inf            |        inf            |  nan           | nan               |
|            45 |        inf            |        inf            |  nan           | nan               |
|            46 |        inf            |        inf            |  nan           | nan               |
|            47 |        inf            |        inf            |  nan           | nan               |
|            48 |        inf            |        inf            |  nan           | nan               |
|            49 |        inf            |        inf            |  nan           | nan               |
|            50 |        inf            |        inf            |  nan           | nan               |
|            51 |        inf            |        inf            |  nan           | nan               |
|            52 |        inf            |        inf            |  nan           | nan               |
|            53 |        inf            |        inf            |  nan           | nan               |
|            54 |        inf            |        inf            |  nan           | nan               |
|            55 |        inf            |        inf            |  nan           | nan               |
|            56 |        inf            |        inf            |  nan           | nan               |
|            57 |        inf            |        inf            |  nan           | nan               |
|            58 |        inf            |        inf            |  nan           | nan               |
|            59 |        inf            |        inf            |  nan           | nan               |
|            60 |        inf            |        inf            |  nan           | nan               |
|            61 |        inf            |        inf            |  nan           | nan               |
|            62 |        inf            |        inf            |  nan           | nan               |
|            63 |        inf            |        inf            |  nan           | nan               |
|            64 |        inf            |        inf            |  nan           | nan               |
|            65 |        inf            |        inf            |  nan           | nan               |
|            66 |        inf            |        inf            |  nan           | nan               |
|            67 |        inf            |        inf            |  nan           | nan               |
|            68 |        inf            |        inf            |  nan           | nan               |
|            69 |        inf            |        inf            |  nan           | nan               |
|            70 |        inf            |        inf            |  nan           | nan               |
|            71 |        inf            |        inf            |  nan           | nan               |
|            72 |        inf            |        inf            |  nan           | nan               |
|            73 |        inf            |        inf            |  nan           | nan               |
|            74 |        inf            |        inf            |  nan           | nan               |
|            75 |        inf            |        inf            |  nan           | nan               |
|            76 |        inf            |        inf            |  nan           | nan               |
|            77 |        inf            |        inf            |  nan           | nan               |
|            78 |        inf            |        inf            |  nan           | nan               |
|            79 |        inf            |        inf            |  nan           | nan               |
|            80 |        inf            |        inf            |  nan           | nan               |
|            81 |        inf            |        inf            |  nan           | nan               |
|            82 |        inf            |        inf            |  nan           | nan               |
|            83 |        inf            |        inf            |  nan           | nan               |
|            84 |        inf            |        inf            |  nan           | nan               |
|            85 |        inf            |        inf            |  nan           | nan               |
|            86 |        inf            |        inf            |  nan           | nan               |
|            87 |        inf            |        inf            |  nan           | nan               |
|            88 |        inf            |        inf            |  nan           | nan               |
|            89 |        inf            |        inf            |  nan           | nan               |
|            90 |        inf            |        inf            |  nan           | nan               |
|            91 |        inf            |        inf            |  nan           | nan               |
|            92 |        inf            |        inf            |  nan           | nan               |
|            93 |        inf            |        inf            |  nan           | nan               |
|            94 |        inf            |        inf            |  nan           | nan               |
|            95 |        inf            |        inf            |  nan           | nan               |
|            96 |        inf            |        inf            |  nan           | nan               |
|            97 |        inf            |        inf            |  nan           | nan               |
|            98 |        inf            |        inf            |  nan           | nan               |
|            99 |        inf            |        inf            |  nan           | nan               |
|           100 |        inf            |        inf            |  nan           | nan               |
|           101 |        inf            |        inf            |  nan           | nan               |



Resultados del metodo de punto fijo para la funcion F -7*exp(x)+x-13 y G 7*exp(x)+13 con un punto inicial de 20.0, con una tolerancia de 5e-06

|   Iteraciones |                    Xi |                 g(xi) |           f(x) | Error             |
|---------------|-----------------------|-----------------------|----------------|-------------------|
|             0 |         20.0000000000 | 3396156380.8685321808 |   -3.39616e+09 | NA                |
|             1 | 3396156380.8685321808 |        inf            | -inf           | 3396156360.868532 |
|             2 |        inf            |        inf            |  nan           | inf               |
|             3 |        inf            |        inf            |  nan           | nan               |
|             4 |        inf            |        inf            |  nan           | nan               |
|             5 |        inf            |        inf            |  nan           | nan               |
|             6 |        inf            |        inf            |  nan           | nan               |
|             7 |        inf            |        inf            |  nan           | nan               |
|             8 |        inf            |        inf            |  nan           | nan               |
|             9 |        inf            |        inf            |  nan           | nan               |
|            10 |        inf            |        inf            |  nan           | nan               |
|            11 |        inf            |        inf            |  nan           | nan               |
|            12 |        inf            |        inf            |  nan           | nan               |
|            13 |        inf            |        inf            |  nan           | nan               |
|            14 |        inf            |        inf            |  nan           | nan               |
|            15 |        inf            |        inf            |  nan           | nan               |
|            16 |        inf            |        inf            |  nan           | nan               |
|            17 |        inf            |        inf            |  nan           | nan               |
|            18 |        inf            |        inf            |  nan           | nan               |
|            19 |        inf            |        inf            |  nan           | nan               |
|            20 |        inf            |        inf            |  nan           | nan               |
|            21 |        inf            |        inf            |  nan           | nan               |
|            22 |        inf            |        inf            |  nan           | nan               |
|            23 |        inf            |        inf            |  nan           | nan               |
